Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Full_Name, AGE AVR,Attendance AVG,AVERAGE STUDY HOUR,AVERAGE SLEEP HOUR
S1147,John,Davis,student147@university.com,Male,23,CS,87.81,90.41,59.55,92.57,71.22,7.78,83.05,67.08,A,17,No,Yes,Bachelor's,Medium,3,9,John Davis,,,,
S1148,Ali,Davis,student148@university.com,Female,20,Business,70.67,44.09,66.90,59.24,99.45,4.39,52.83,98.22,D,18,No,Yes,,High,1,6,Ali Davis,,,,
S1149,Liam,Smith,student149@university.com,Female,22,Engineering,71.01,44.70,51.22,55.22,93.69,2.91,86.27,56.82,C,26,No,Yes,PhD,Low,1,5,Liam Smith,,,,
S1150,John,Johnson,student150@university.com,Male,18,Mathematics,54.41,73.37,50.79,53.72,81.65,3.05,70.38,77.82,C,20,No,Yes,High School,Low,3,8,John Johnson,,,,
S1151,John,Smith,student151@university.com,Male,21,Engineering,60.10,78.35,65.49,75.35,93.05,5.54,97.04,67.65,A,14,No,Yes,PhD,Medium,3,7,John Smith,,,,
S1152,Ali,Davis,student152@university.com,Male,23,Business,57.73,52.68,85.27,94.24,79.71,3.02,98.54,99.96,C,23,No,Yes,PhD,Low,5,6,Ali Davis,,,,
S1153,John,Jones,student153@university.com,Female,22,Engineering,74.08,84.71,90.41,52.12,68.44,6.31,72.44,64.27,D,9,Yes,Yes,None,Medium,8,8,John Jones,,,,
S1154,Ahmed,Brown,student154@university.com,Male,20,CS,76.46,78.78,98.75,60.62,58.68,9.89,98.44,52.39,A,22,No,Yes,None,Low,6,7,Ahmed Brown,,,,
S1155,Sara,Smith,student155@university.com,Male,21,CS,,95.40,44.44,84.66,82.65,0.41,65.54,85.11,F,24,No,Yes,None,Medium,8,7,Sara Smith,,,,
S1156,Omar,Jones,student156@university.com,Female,24,Engineering,53.66,50.14,53.00,91.29,59.65,1.69,84.13,66.34,D,13,No,Yes,High School,High,7,9,Omar Jones,,,,
S1157,Sara,Brown,student157@university.com,Female,20,Business,79.99,85.08,85.40,90.37,70.87,1.79,53.75,82.88,B,29,No,Yes,Bachelor's,Low,1,4,Sara Brown,,,,
S1158,Ali,Williams,student158@university.com,Male,21,Engineering,76.32,45.02,72.44,89.25,91.29,4.47,57.25,55.23,F,21,Yes,Yes,High School,High,10,5,Ali Williams,,,,
S1159,Maria,Smith,student159@university.com,Male,24,Engineering,75.81,73.92,59.66,56.49,56.46,0.41,93.23,76.15,D,7,Yes,Yes,Bachelor's,Low,8,9,Maria Smith,,,,
S1160,Omar,Smith,student160@university.com,Male,24,CS,93.66,73.11,52.34,69.86,56.45,4.78,94.69,68.76,A,29,No,Yes,High School,Medium,1,8,Omar Smith,,,,
S1161,Ali,Williams,student161@university.com,Male,23,Engineering,60.28,63.30,56.83,99.24,61.22,9.29,76.63,76.84,C,24,No,Yes,,Low,5,5,Ali Williams,,,,
S1162,Liam,Williams,student162@university.com,Female,20,CS,52.04,90.67,65.76,99.44,77.60,0.12,66.99,92.67,D,22,Yes,Yes,PhD,Low,3,5,Liam Williams,,,,
S1163,Maria,Smith,student163@university.com,Female,22,Business,83.61,40.26,50.63,,62.59,3.65,72.55,98.64,A,11,No,Yes,Bachelor's,Medium,7,8,Maria Smith,,,,
S1164,Sara,Williams,student164@university.com,Male,22,Mathematics,,71.21,97.85,85.46,75.16,7.61,93.48,87.66,F,17,No,Yes,Bachelor's,Medium,5,7,Sara Williams,,,,
S1165,Ali,Johnson,student165@university.com,Male,18,Engineering,50.88,53.03,46.46,97.56,65.10,1.54,60.55,88.34,D,28,No,Yes,Bachelor's,Medium,2,8,Ali Johnson,,,,
S1166,Liam,Brown,student166@university.com,Male,21,CS,62.57,84.61,99.13,72.50,75.31,0.78,64.74,76.45,C,13,No,Yes,Master's,Low,1,9,Liam Brown,,,,
S1167,Omar,Brown,student167@university.com,Female,18,CS,65.47,42.58,90.51,56.84,63.88,6.31,89.27,54.87,A,16,Yes,Yes,None,Medium,10,4,Omar Brown,,,,
S1168,Omar,Brown,student168@university.com,Male,19,Engineering,80.84,89.89,65.39,83.45,99.00,0.10,96.76,83.35,A,11,Yes,Yes,Master's,Low,6,9,Omar Brown,,,,
S1169,Emma,Johnson,student169@university.com,Male,22,Engineering,58.63,90.29,84.39,98.01,74.64,8.02,54.65,57.39,D,10,No,Yes,,Low,6,8,Emma Johnson,,,,
S1170,Liam,Williams,student170@university.com,Female,21,Business,70.65,89.97,80.29,84.86,87.18,0.67,90.19,62.28,D,6,No,Yes,,Medium,8,8,Liam Williams,,,,
S1171,Ahmed,Jones,student171@university.com,Female,23,CS,74.12,49.15,52.80,90.17,85.03,5.24,82.25,85.38,C,23,No,Yes,PhD,High,9,7,Ahmed Jones,,,,
S1172,John,Williams,student172@university.com,Male,18,Business,72.96,77.82,60.34,,74.53,7.40,61.54,82.85,F,7,No,Yes,Bachelor's,Medium,2,6,John Williams,,,,
S1173,Maria,Smith,student173@university.com,Male,23,Engineering,98.70,40.86,70.79,54.82,61.94,2.42,87.79,65.72,B,18,No,Yes,,Low,5,7,Maria Smith,,,,
S1174,Liam,Davis,student174@university.com,Female,23,CS,,90.88,78.27,58.44,75.54,1.04,86.40,88.60,C,6,Yes,Yes,Bachelor's,High,5,7,Liam Davis,,,,
S1175,Emma,Brown,student175@university.com,Male,23,Engineering,97.55,83.38,72.57,99.13,84.05,1.76,57.10,96.97,A,30,Yes,Yes,Master's,Low,10,9,Emma Brown,,,,
S1176,John,Williams,student176@university.com,Male,18,CS,79.10,71.87,68.38,74.66,73.00,8.55,75.11,77.26,F,23,Yes,Yes,None,Medium,8,7,John Williams,,,,
S1177,John,Jones,student177@university.com,Female,19,Engineering,89.79,83.84,66.59,50.60,54.10,7.06,87.91,83.88,A,21,No,Yes,,Low,9,4,John Jones,,,,
S1178,Ali,Smith,student178@university.com,Female,24,Business,71.52,45.66,69.90,97.77,50.90,1.98,59.58,63.59,B,10,No,No,Master's,Medium,5,7,Ali Smith,,,,
S1179,John,Johnson,student179@university.com,Female,24,Engineering,72.69,71.72,66.06,74.89,66.39,7.16,73.14,98.54,F,18,No,Yes,,Low,5,4,John Johnson,,,,
S1180,Ahmed,Johnson,student180@university.com,Male,18,Business,93.97,57.48,72.48,91.81,57.51,7.09,56.04,63.69,A,18,Yes,Yes,PhD,Medium,3,9,Ahmed Johnson,,,,
S1181,Omar,Jones,student181@university.com,Female,24,Engineering,94.80,98.36,93.28,77.42,95.31,9.98,65.34,94.37,A,14,No,No,None,Medium,6,6,Omar Jones,,,,
S1182,Emma,Smith,student182@university.com,Female,20,CS,61.93,91.43,77.97,55.09,58.79,3.92,60.90,96.39,A,9,Yes,No,PhD,High,7,9,Emma Smith,,,,
S1183,John,Brown,student183@university.com,Male,24,Engineering,59.96,84.00,83.36,80.78,69.71,8.65,75.25,85.98,C,14,No,Yes,Bachelor's,Low,3,4,John Brown,,,,
S1184,Ali,Williams,student184@university.com,Male,22,Engineering,74.81,96.02,75.85,,85.60,4.46,57.06,90.58,D,20,No,Yes,Master's,Low,2,7,Ali Williams,,,,
S1185,Ahmed,Smith,student185@university.com,Female,18,CS,95.01,60.81,78.58,51.74,90.77,8.98,69.16,72.89,A,17,Yes,No,,Low,2,5,Ahmed Smith,,,,
S1186,Sara,Johnson,student186@university.com,Female,24,CS,66.12,94.05,74.70,92.09,73.89,0.92,63.76,95.98,A,19,No,Yes,None,High,9,7,Sara Johnson,,,,
S1187,Omar,Jones,student187@university.com,Male,18,Engineering,82.60,59.51,41.61,61.77,59.06,1.75,87.30,87.13,F,19,No,No,None,High,6,7,Omar Jones,,,,
S1188,Omar,Jones,student188@university.com,Male,19,CS,85.41,83.97,99.98,69.69,63.54,8.50,84.98,66.34,A,11,No,No,Master's,Low,2,7,Omar Jones,,,,
S1189,Emma,Williams,student189@university.com,Female,20,CS,88.93,84.19,42.02,68.64,70.95,8.19,54.75,51.75,A,8,Yes,No,High School,Low,5,6,Emma Williams,,,,
S1190,Omar,Jones,student190@university.com,Female,18,Engineering,78.20,41.10,63.71,,68.23,3.05,97.67,77.04,F,18,Yes,No,Master's,Medium,7,4,Omar Jones,,,,
S1191,John,Jones,student191@university.com,Male,22,CS,70.12,61.66,46.31,75.22,67.43,5.97,87.23,92.03,F,27,No,Yes,,Medium,1,5,John Jones,,,,
S1192,Ali,Smith,student192@university.com,Female,24,Mathematics,98.35,41.17,45.82,72.36,56.59,3.83,80.80,93.03,B,30,Yes,Yes,,Low,8,8,Ali Smith,,,,
S1193,Omar,Brown,student193@university.com,Male,22,CS,80.57,99.83,87.61,,95.67,0.10,73.89,91.76,F,25,No,Yes,,Medium,6,8,Omar Brown,,,,
S1194,Omar,Williams,student194@university.com,Female,24,Business,86.43,47.33,65.56,52.45,51.49,0.26,58.90,60.74,A,11,No,Yes,Master's,Low,1,8,Omar Williams,,,,
S1195,Sara,Smith,student195@university.com,Male,18,Engineering,67.25,72.57,88.07,54.32,72.00,0.54,98.10,71.31,C,21,No,Yes,PhD,Low,8,5,Sara Smith,,,,
S1196,Sara,Brown,student196@university.com,Male,23,Business,83.50,87.43,56.37,51.08,99.02,5.94,50.39,80.69,C,11,No,Yes,None,Medium,5,4,Sara Brown,,,,
S1197,Maria,Smith,student197@university.com,Female,24,CS,62.89,52.08,55.39,84.40,82.99,2.79,84.62,83.38,D,19,No,Yes,Master's,High,7,4,Maria Smith,,,,
S1198,Ahmed,Davis,student198@university.com,Female,23,Mathematics,62.25,69.10,55.07,76.28,67.77,1.44,75.37,66.73,D,17,No,Yes,High School,High,10,7,Ahmed Davis,,,,
S1199,John,Smith,student199@university.com,Male,20,Engineering,85.74,76.45,76.97,93.80,57.30,9.41,95.13,84.63,A,15,Yes,Yes,Bachelor's,Medium,4,7,John Smith,,,,
S1200,Omar,Jones,student200@university.com,Female,22,Business,76.07,49.61,88.90,74.93,98.19,1.21,69.03,79.54,C,21,Yes,Yes,PhD,High,2,5,Omar Jones,,,,
S1201,Liam,Brown,student201@university.com,Female,23,CS,84.16,86.71,67.14,61.09,50.70,6.74,75.93,78.34,C,26,No,Yes,PhD,Low,8,6,Liam Brown,,,,
S1202,Omar,Williams,student202@university.com,Female,22,CS,63.47,57.96,62.75,90.26,84.07,8.94,87.12,83.15,B,13,No,Yes,Master's,Low,4,7,Omar Williams,,,,
S1203,Ali,Williams,student203@university.com,Male,24,Engineering,79.94,52.66,98.41,64.72,94.01,1.64,52.38,80.17,A,17,No,Yes,Bachelor's,Low,8,7,Ali Williams,,,,
S1204,Maria,Brown,student204@university.com,Female,24,CS,72.20,73.50,47.01,96.78,51.26,2.15,52.72,58.34,C,16,No,Yes,Bachelor's,Low,9,8,Maria Brown,,,,
S1205,Ahmed,Jones,student205@university.com,Female,20,Engineering,79.85,64.62,69.20,62.52,86.26,5.74,60.58,93.72,C,11,No,Yes,None,Medium,4,7,Ahmed Jones,,,,
S1206,Liam,Johnson,student206@university.com,Male,24,CS,64.54,95.22,64.51,58.39,99.94,5.08,57.32,62.03,D,16,No,Yes,Master's,Low,8,4,Liam Johnson,,,,
S1207,Maria,Smith,student207@university.com,Female,20,Engineering,85.77,92.80,45.89,74.67,81.98,5.21,50.32,87.22,B,6,No,Yes,PhD,Medium,4,7,Maria Smith,,,,
S1208,Emma,Jones,student208@university.com,Female,23,Mathematics,90.30,69.00,56.09,52.53,70.73,5.55,81.15,58.82,B,18,No,Yes,,Medium,8,4,Emma Jones,,,,
S1209,Ahmed,Davis,student209@university.com,Male,24,Engineering,63.00,61.56,41.71,51.82,93.72,9.50,89.80,83.05,D,23,Yes,Yes,PhD,High,1,7,Ahmed Davis,,,,
S1210,Omar,Brown,student210@university.com,Male,18,Business,65.03,59.53,92.62,74.80,77.71,0.54,97.86,94.78,C,14,No,Yes,None,Medium,2,6,Omar Brown,,,,
S1211,Omar,Smith,student211@university.com,Female,21,Engineering,83.06,56.05,76.47,60.76,87.47,7.60,72.05,50.49,F,24,Yes,Yes,Master's,Low,10,5,Omar Smith,,,,
S1212,Ahmed,Williams,student212@university.com,Female,19,Engineering,,72.67,88.90,50.47,79.39,2.33,63.99,98.98,B,24,No,No,None,Medium,3,6,Ahmed Williams,,,,
S1213,Omar,Johnson,student213@university.com,Male,21,Mathematics,85.20,88.30,71.29,64.80,51.91,3.74,93.20,51.48,A,30,Yes,Yes,None,Medium,2,6,Omar Johnson,,,,
S1214,John,Davis,student214@university.com,Male,21,Business,84.13,58.65,75.97,73.87,60.66,0.89,92.22,50.57,A,19,No,Yes,,Medium,10,8,John Davis,,,,
S1215,Ahmed,Williams,student215@university.com,Female,22,Business,69.64,51.41,82.05,69.71,53.94,4.46,81.24,92.88,B,15,No,Yes,Bachelor's,Low,8,5,Ahmed Williams,,,,
S1216,Maria,Brown,student216@university.com,Female,20,CS,69.74,68.53,94.48,56.77,55.33,8.04,63.66,85.44,D,21,Yes,Yes,PhD,Low,10,5,Maria Brown,,,,
S1217,Ahmed,Smith,student217@university.com,Female,22,Engineering,62.74,44.14,45.51,78.98,50.77,0.99,95.43,55.29,B,21,Yes,Yes,,Low,9,8,Ahmed Smith,,,,
S1218,Liam,Brown,student218@university.com,Male,23,CS,57.84,82.08,59.86,,71.06,2.76,58.92,96.87,C,30,No,Yes,Master's,Low,9,5,Liam Brown,,,,
S1219,Omar,Smith,student219@university.com,Female,19,Engineering,,71.10,82.54,83.78,58.93,3.73,52.18,83.60,A,23,No,Yes,Master's,Low,1,4,Omar Smith,,,,
S1220,John,Jones,student220@university.com,Male,23,Engineering,54.66,69.78,97.50,69.69,92.78,1.04,89.83,55.55,F,13,No,Yes,None,Low,9,6,John Jones,,,,
S1221,John,Johnson,student221@university.com,Male,18,Business,96.89,58.03,98.85,56.88,87.50,7.62,78.18,93.03,A,10,No,Yes,PhD,High,8,8,John Johnson,,,,
S1222,Emma,Jones,student222@university.com,Male,19,Business,91.33,94.28,78.29,74.97,78.66,7.87,62.32,74.05,A,25,Yes,Yes,,Low,8,6,Emma Jones,,,,
S1223,Maria,Jones,student223@university.com,Female,22,Engineering,92.88,45.43,51.62,94.52,74.45,8.36,83.54,63.91,B,10,No,No,None,Medium,3,6,Maria Jones,,,,
S1224,Sara,Brown,student224@university.com,Female,24,CS,95.33,92.19,47.15,73.44,62.79,5.84,88.34,91.25,A,21,Yes,Yes,PhD,Medium,8,4,Sara Brown,,,,
S1225,Sara,Johnson,student225@university.com,Female,24,Business,70.43,62.60,96.76,59.78,73.75,5.07,92.23,86.92,B,8,No,Yes,Master's,Medium,2,8,Sara Johnson,,,,
S1226,Ahmed,Smith,student226@university.com,Male,22,CS,92.34,92.84,66.04,54.65,82.06,2.63,64.11,81.15,B,23,Yes,Yes,,Low,2,6,Ahmed Smith,,,,
S1227,Emma,Smith,student227@university.com,Female,23,Engineering,,83.73,51.69,97.20,89.11,6.55,51.28,94.93,B,25,No,No,None,Medium,4,8,Emma Smith,,,,
S1228,Ali,Davis,student228@university.com,Male,22,CS,51.08,46.25,96.03,87.15,54.08,4.45,75.50,93.06,D,30,No,Yes,Master's,Medium,7,6,Ali Davis,,,,
S1229,Ahmed,Williams,student229@university.com,Male,22,CS,89.24,89.89,46.27,,85.42,9.71,92.80,61.34,B,29,No,Yes,High School,High,4,7,Ahmed Williams,,,,
S1230,Emma,Davis,student230@university.com,Male,21,Mathematics,53.74,80.93,83.77,64.77,87.14,9.68,60.39,93.93,D,23,No,Yes,None,Low,2,7,Emma Davis,,,,
S1231,Maria,Davis,student231@university.com,Male,18,CS,99.43,41.94,77.52,94.76,77.95,9.05,71.06,68.70,B,12,No,Yes,Master's,Medium,5,5,Maria Davis,,,,
S1232,Maria,Smith,student232@university.com,Male,24,Engineering,83.74,48.02,45.26,58.88,60.72,3.60,62.82,71.59,C,6,No,Yes,,High,8,6,Maria Smith,,,,
S1233,Maria,Brown,student233@university.com,Male,21,CS,87.67,78.14,60.32,76.75,76.96,3.68,50.67,98.62,A,19,Yes,Yes,Bachelor's,Low,7,7,Maria Brown,,,,
S1234,Maria,Jones,student234@university.com,Female,22,Mathematics,62.29,79.76,49.00,85.68,75.14,8.53,94.93,87.99,D,24,No,Yes,High School,Medium,7,8,Maria Jones,,,,
S1235,Maria,Jones,student235@university.com,Male,20,Business,83.69,84.80,76.27,69.82,73.79,7.29,56.75,66.07,D,5,No,Yes,,Low,9,9,Maria Jones,,,,
S1236,Emma,Jones,student236@university.com,Female,21,CS,52.16,83.21,68.63,52.00,73.03,7.04,88.34,82.40,D,18,No,Yes,PhD,Low,5,7,Emma Jones,,,,
S1237,Emma,Johnson,student237@university.com,Male,22,CS,91.89,79.57,40.26,61.39,55.54,2.80,67.33,76.97,B,27,Yes,Yes,None,High,4,4,Emma Johnson,,,,
S1238,John,Smith,student238@university.com,Female,24,Engineering,,85.97,98.54,95.09,59.14,8.33,63.88,55.83,B,21,No,No,,Low,10,9,John Smith,,,,
S1239,Liam,Brown,student239@university.com,Female,22,CS,84.87,74.51,60.98,,54.87,5.79,97.05,94.39,F,22,No,Yes,Bachelor's,Medium,9,6,Liam Brown,,,,
S1240,Sara,Johnson,student240@university.com,Female,18,Engineering,61.22,55.65,55.49,90.77,62.12,4.47,82.86,91.09,F,17,No,Yes,,Medium,1,5,Sara Johnson,,,,
S1241,Omar,Williams,student241@university.com,Female,23,CS,53.42,94.74,53.35,77.78,63.17,8.65,84.35,88.89,D,29,No,Yes,None,Low,6,9,Omar Williams,,,,
S1242,Maria,Brown,student242@university.com,Male,19,CS,74.07,41.09,49.53,97.18,62.25,3.94,87.98,77.96,D,14,Yes,Yes,PhD,High,3,5,Maria Brown,,,,
S1243,Ali,Davis,student243@university.com,Male,21,Engineering,58.46,61.99,99.95,,60.55,6.54,67.05,61.04,F,15,No,Yes,High School,Low,6,7,Ali Davis,,,,
S1244,Omar,Brown,student244@university.com,Male,21,CS,86.47,83.73,57.71,,86.77,4.66,78.18,94.19,B,18,No,No,High School,Low,7,5,Omar Brown,,,,
S1245,Emma,Brown,student245@university.com,Male,21,Business,61.88,65.63,64.33,65.91,90.93,5.93,63.51,67.65,B,20,No,No,Bachelor's,Low,1,8,Emma Brown,,,,
S1246,Ali,Jones,student246@university.com,Female,22,CS,67.12,41.49,92.28,80.08,66.36,0.41,91.73,51.01,C,18,Yes,Yes,None,Medium,6,9,Ali Jones,,,,
S1247,Ali,Brown,student247@university.com,Female,18,CS,78.37,43.96,78.51,83.74,65.26,4.61,79.97,99.09,B,26,No,Yes,High School,Low,8,9,Ali Brown,,,,
S1248,Ali,Davis,student248@university.com,Female,22,Mathematics,64.25,78.92,62.12,,92.20,5.56,62.17,93.06,B,26,Yes,Yes,Bachelor's,Medium,5,5,Ali Davis,,,,
S1249,John,Davis,student249@university.com,Male,22,Engineering,,97.89,93.90,91.11,81.20,4.93,94.99,81.13,B,8,No,Yes,PhD,Medium,5,8,John Davis,,,,
S1250,Emma,Smith,student250@university.com,Female,23,Business,90.78,73.11,84.98,59.17,64.67,8.47,79.04,50.62,A,20,No,Yes,,Low,7,7,Emma Smith,,,,
S1251,Ali,Brown,student251@university.com,Male,20,CS,58.96,70.41,53.67,,85.68,3.11,74.75,61.39,D,30,No,Yes,Bachelor's,Medium,8,8,Ali Brown,,,,
S1252,Maria,Jones,student252@university.com,Female,18,Engineering,54.11,59.10,78.62,84.32,67.23,8.84,51.72,72.60,C,20,No,Yes,Bachelor's,Medium,7,6,Maria Jones,,,,
S1253,Ahmed,Brown,student253@university.com,Female,21,Business,66.42,55.40,95.34,,79.33,4.03,95.49,81.40,C,22,No,Yes,None,High,3,6,Ahmed Brown,,,,
S1254,Ali,Williams,student254@university.com,Female,19,CS,71.22,41.26,69.79,71.99,99.63,6.95,97.61,85.41,C,27,Yes,Yes,Bachelor's,High,6,6,Ali Williams,,,,
S1255,John,Williams,student255@university.com,Female,21,Business,77.13,56.38,84.02,98.19,65.08,0.87,78.13,89.41,C,27,No,Yes,PhD,High,9,8,John Williams,,,,
S1256,Omar,Jones,student256@university.com,Female,22,Engineering,68.62,66.95,98.27,81.29,96.53,2.00,72.13,77.78,A,5,No,No,High School,Low,2,8,Omar Jones,,,,
S1257,Emma,Smith,student257@university.com,Male,18,CS,89.50,51.88,81.42,97.45,66.03,7.61,67.98,82.81,A,11,No,Yes,,Medium,9,5,Emma Smith,,,,
S1258,Liam,Smith,student258@university.com,Female,24,Engineering,51.97,45.24,46.15,86.12,77.01,0.12,63.40,90.56,D,27,No,Yes,,Medium,3,7,Liam Smith,,,,
S1259,John,Davis,student259@university.com,Male,18,Engineering,71.59,83.06,54.67,86.23,73.00,9.69,78.73,85.99,C,22,No,Yes,Master's,Low,3,5,John Davis,,,,
S1260,Ali,Davis,student260@university.com,Male,18,CS,69.11,93.68,75.71,79.59,89.16,1.91,56.40,97.74,A,21,No,Yes,Bachelor's,High,10,4,Ali Davis,,,,
S1261,Emma,Johnson,student261@university.com,Male,20,Engineering,82.38,96.21,56.53,57.11,53.05,9.01,95.96,93.73,F,27,Yes,Yes,None,Low,2,7,Emma Johnson,,,,
S1262,Ahmed,Jones,student262@university.com,Male,21,CS,98.31,77.08,97.45,,81.36,5.16,58.80,58.47,A,25,No,Yes,PhD,Medium,3,8,Ahmed Jones,,,,
S1263,Ali,Brown,student263@university.com,Male,20,Engineering,75.52,43.17,64.32,62.63,88.03,5.65,87.28,97.37,C,24,Yes,Yes,Master's,Low,7,9,Ali Brown,,,,
S1264,John,Jones,student264@university.com,Male,24,Business,99.34,84.45,67.43,99.93,73.61,0.84,65.34,60.21,B,6,No,Yes,,Medium,3,7,John Jones,,,,
S1265,Sara,Johnson,student265@university.com,Male,24,Engineering,65.11,46.61,82.10,63.35,55.26,3.65,61.30,99.56,F,25,No,Yes,PhD,Medium,1,8,Sara Johnson,,,,
S1266,Maria,Davis,student266@university.com,Male,23,Mathematics,51.54,80.18,71.45,61.53,62.24,1.56,77.89,85.07,D,10,Yes,Yes,PhD,High,4,6,Maria Davis,,,,
S1267,Liam,Jones,student267@university.com,Female,19,CS,58.28,86.76,62.93,81.19,83.98,5.26,88.26,81.38,F,6,No,Yes,,Medium,7,8,Liam Jones,,,,
S1268,Omar,Jones,student268@university.com,Female,23,Engineering,69.76,83.55,44.60,75.55,94.77,5.51,86.34,66.22,B,17,No,Yes,,Medium,6,8,Omar Jones,,,,
S1269,John,Davis,student269@university.com,Male,22,Business,,97.11,75.79,51.07,71.08,7.10,61.69,56.66,B,29,No,No,None,Medium,10,6,John Davis,,,,
S1270,Emma,Johnson,student270@university.com,Male,20,Engineering,,84.29,92.05,56.48,78.02,8.78,66.53,56.31,C,27,No,Yes,PhD,High,3,7,Emma Johnson,,,,
S1271,Liam,Davis,student271@university.com,Male,20,Engineering,71.63,81.59,81.15,90.55,61.42,4.68,93.44,93.33,B,30,Yes,Yes,None,Low,1,4,Liam Davis,,,,
S1272,Liam,Smith,student272@university.com,Female,23,CS,66.91,55.70,62.89,74.18,70.61,2.33,86.16,71.62,F,11,No,Yes,PhD,Medium,8,5,Liam Smith,,,,
S1273,Liam,Brown,student273@university.com,Female,22,CS,,95.49,47.66,57.30,66.84,3.34,85.63,77.99,F,22,Yes,Yes,Bachelor's,Low,2,9,Liam Brown,,,,
S1274,Ali,Davis,student274@university.com,Male,18,CS,64.81,50.77,88.98,73.26,82.78,8.47,63.45,96.59,B,6,Yes,No,PhD,Medium,5,4,Ali Davis,,,,
S1275,Maria,Johnson,student275@university.com,Male,22,Mathematics,94.32,94.29,96.50,62.66,99.23,1.46,89.60,62.77,B,25,No,Yes,None,Low,3,5,Maria Johnson,,,,
S1276,Ali,Williams,student276@university.com,Female,21,CS,,58.76,63.30,61.18,90.67,6.27,67.92,88.20,F,18,No,Yes,,Low,4,5,Ali Williams,,,,
S1277,Emma,Smith,student277@university.com,Female,23,Business,85.70,47.81,83.72,97.89,59.61,0.13,70.07,73.52,B,30,No,Yes,Master's,High,3,8,Emma Smith,,,,
S1278,Ali,Williams,student278@university.com,Male,22,Engineering,80.60,89.60,64.65,68.10,78.88,2.46,64.38,60.64,C,11,No,Yes,High School,Medium,3,5,Ali Williams,,,,
S1279,Sara,Davis,student279@university.com,Male,18,CS,71.36,40.15,70.14,52.32,53.32,5.91,56.07,92.65,D,25,No,Yes,,High,3,4,Sara Davis,,,,
S1280,Maria,Smith,student280@university.com,Male,22,Engineering,61.95,89.93,90.19,98.52,62.35,4.56,71.02,84.00,F,9,Yes,Yes,,Medium,10,9,Maria Smith,,,,
S1281,Maria,Brown,student281@university.com,Male,20,Business,68.45,55.74,45.01,89.74,58.61,4.94,50.85,54.75,D,12,Yes,Yes,Bachelor's,Medium,8,8,Maria Brown,,,,
S1282,Emma,Davis,student282@university.com,Female,19,Business,79.61,93.08,71.82,62.72,66.78,6.61,72.80,77.09,D,12,Yes,Yes,High School,Medium,1,6,Emma Davis,,,,
S1283,Omar,Brown,student283@university.com,Female,20,CS,,81.49,52.88,70.44,83.94,2.35,86.25,92.59,F,19,No,Yes,,Low,2,5,Omar Brown,,,,
S1284,Sara,Jones,student284@university.com,Male,24,CS,60.74,79.97,60.39,93.11,74.97,2.81,98.04,53.35,C,14,Yes,Yes,Master's,Low,2,7,Sara Jones,,,,
S1285,John,Williams,student285@university.com,Male,19,CS,55.82,61.92,78.67,67.87,96.65,6.84,53.93,70.81,F,16,No,Yes,Bachelor's,Medium,9,8,John Williams,,,,
S1286,Ali,Smith,student286@university.com,Male,24,CS,,43.56,41.63,78.37,60.64,5.38,64.06,90.26,A,18,No,Yes,Master's,Medium,7,9,Ali Smith,,,,
S1287,Ahmed,Brown,student287@university.com,Female,22,Engineering,72.02,89.80,75.63,76.74,68.21,0.15,74.71,92.92,B,6,Yes,No,,High,10,5,Ahmed Brown,,,,
S1288,Ali,Johnson,student288@university.com,Male,21,Business,81.26,50.25,57.01,70.06,66.49,6.70,58.52,88.77,A,22,Yes,Yes,PhD,Low,7,7,Ali Johnson,,,,
S1289,Liam,Brown,student289@university.com,Male,22,CS,74.52,62.34,80.17,81.98,61.80,6.20,55.84,65.29,F,21,No,Yes,Bachelor's,Medium,8,6,Liam Brown,,,,
S1290,Ali,Johnson,student290@university.com,Male,18,Business,93.63,76.02,48.49,73.66,99.66,0.79,72.62,75.35,B,29,Yes,Yes,High School,Low,2,5,Ali Johnson,,,,
S1291,John,Davis,student291@university.com,Female,22,Engineering,77.35,68.94,84.15,51.06,69.36,7.48,79.04,87.06,B,8,No,Yes,High School,Medium,10,8,John Davis,,,,
S1292,Ali,Smith,student292@university.com,Male,19,CS,74.04,51.92,78.74,90.72,97.03,5.22,91.01,57.63,A,6,No,Yes,High School,Medium,1,8,Ali Smith,,,,
S1293,Sara,Brown,student293@university.com,Female,20,CS,96.23,48.44,98.27,55.66,69.52,2.05,99.89,79.75,B,8,Yes,Yes,,Low,6,9,Sara Brown,,,,
S1294,Sara,Brown,student294@university.com,Male,21,Business,,47.39,94.67,73.20,60.20,5.59,88.71,86.02,F,16,Yes,Yes,Master's,Medium,3,4,Sara Brown,,,,
